ID,MatchID,PeriodID,EventType,Timestamp,Tweet
0_0,0,0,0,1403725800000,pick world cup side ! retweet hon favorite sui honvssui
0_0,0,0,0,1403725800000,"world cup group e standing : 1. fra , 6 point , +6 2. ecu , 3 point , 0 3. sui , 3 point , -2 4. hon , 0 point , -4"
0_0,0,0,0,1403725801000,honduras v ecuador - current tweet : 852:2711 . live dashboard : tweetwars
0_0,0,0,0,1403725802000,ecuador picked injury xi beat honduras could start france . world cup
0_0,0,0,0,1403725802000,hon win ’ give away pair superflys . follow & retweet . following ? ’ win . ( ’ checking ) .
0_0,0,0,0,1403725802000,playing tomorrow center court around 4pm user first getting ready switzerland-honduras play …
0_0,0,0,0,1403725802000,time sui v hon fra v ecu world cup open happiness user
0_0,0,0,0,1403725802000,user user time ; ) haha good fancied flutter tonight . bren backing suiss expect honduras win
0_0,0,0,0,1403725802000,fra going beat ecuador good today ( : good luck sui beating honduras today ( : going watch france play ! 🇫🇷
0_0,0,0,0,1403725802000,shaqiri score v hon 'll give away pair magistas . winner dmed ! honvssui
0_0,0,0,0,1403725802000,"match update : world cup group e - honduras line : valladares , figueroa , bernardez , j garcia , w palacios , .."
0_0,0,0,0,1403725802000,honduras come !
0_0,0,0,0,1403725802000,line-up : honduras v swiss
0_0,0,0,0,1403725802000,"let 's go honduras , little help france win u next round ! let 's go !"
0_0,0,0,0,1403725803000,preview sui v hon game user ? ?
0_0,0,0,0,1403725804000,honduras v switzerland online live streaming free free
0_0,0,0,0,1403725804000,win ? rt switzerland fav honduras
0_0,0,0,0,1403725805000,stone head hon reliquary st eustace sui world cup
0_0,0,0,0,1403725805000,cheering honduras switzerland ? know someone ! share photo via usa today app ! ( user )
0_0,0,0,0,1403725805000,user taking 2 huge favs though . france batter ecaudor honduras suck .
0_0,0,0,0,1403725806000,goal france score today le goal honduras win classify
0_0,0,0,0,1403725806000,honduras v switzerland & ecuador v france starting ! win match ? french keep winning streak alive ? world cup
0_0,0,0,0,1403725806000,"match update : world cup group e - honduras line : valladares , figueroa , bernardez , j garcia , w palacios , .."
0_0,0,0,0,1403725806000,ecu must match better sui performance hon move . v j final whistle
